Acido fijo; Acido volatil;Acido citrico;azucar residual;Cloruros;Libre dioxido de azufre;dioxido de sulfuro total ;densidad;pH;sulfatos;alcohol;Calidad
63;22;43;455;38;31;130;9918;335;33;115;7
68;18;38;14;38;35;111;9918;332;59;112;7
62;25;25;14;3;35;105;9912;33;44;111;7
62;25;25;14;3;35;105;9912;33;44;111;7
7;26;59;14;37;40;120;9918;334;41;111;7
71;21;37;24;26;23;100;9903;315;38;114;7
68;21;27;21;3;26;139;99;316;61;126;7
58;2;27;14;31;12;77;9905;325;36;109;7
56;19;26;14;3;12;76;9905;325;37;109;7
7;3;49;47;36;17;105;9916;326;68;124;7
72;23;39;142;58;49;192;9979;298;48;9;7
72;23;39;142;58;49;192;9979;298;48;9;7
72;23;39;142;58;49;192;9979;298;48;9;7
72;23;39;142;58;49;192;9979;298;48;9;7
62;28;22;73;41;26;157;9957;344;64;98;7
72;19;46;38;41;82;187;9932;319;6;112;7
62;33;27;49;36;30;134;9927;32;42;104;7
61;36;27;21;35;16;100;9917;34;71;115;7
59;3;47;785;3;19;133;9933;352;43;115;7
6;1;24;11;41;15;65;9927;361;61;103;7
66;18;35;15;49;49;141;9934;343;85;102;7
74;2;43;78;45;27;153;9964;319;55;9;7
56;34;1;13;31;20;68;9906;336;51;112;7
63;12;36;21;44;47;146;9914;327;74;114;7
73;33;4;685;38;32;138;992;303;3;119;7
73;33;4;685;38;32;138;992;303;3;119;7
68;16;4;23;37;18;102;9923;349;42;114;7
6;26;32;35;28;29;113;9912;34;71;123;7
51;33;22;16;27;18;89;9893;351;38;125;7
51;33;22;16;27;18;89;9893;351;38;125;7
73;2;44;14;45;21;98;9924;315;46;10;7
73;2;44;14;45;21;98;9924;315;46;10;7
6;36;39;32;27;20;125;991;338;39;113;7
51;33;22;16;27;18;89;9893;351;38;125;7
5;17;56;15;26;24;115;9906;348;39;108;7
7;3;38;149;32;60;181;9983;318;61;93;7
7;3;38;149;32;60;181;9983;318;61;93;7
58;28;34;4;31;40;99;9896;339;39;128;7
7;22;31;27;3;41;136;9898;316;37;127;7
69;23;38;83;47;47;162;9954;334;52;105;7
74;155;34;23;45;735;214;9934;318;61;99;7
69;2;37;62;27;24;97;992;338;49;122;7
74;155;34;23;45;735;214;9934;318;61;99;7
67;22;37;16;28;24;102;9913;329;59;116;7
64;28;29;16;52;34;127;9929;348;56;105;7
59;46;14;27;42;27;160;9931;346;51;106;7
6;27;27;16;46;32;113;9924;341;51;105;7
64;28;29;16;52;34;127;9929;348;56;105;7
63;23;31;15;22;11;82;9892;33;4;129;7
7;17;31;48;34;34;132;9944;336;48;96;7
74;28;36;11;28;42;105;9893;299;39;124;7
71;23;39;16;32;12;65;9898;325;4;127;7
6;24;27;19;48;40;170;9938;364;54;10;7
6;24;27;19;48;40;170;9938;364;54;10;7
78;28;32;9;36;34;115;9952;317;39;103;7
65;18;31;17;44;30;127;9928;349;5;102;7
7;3;51;136;5;40;168;9976;307;52;96;7
92;25;34;12;26;31;93;9916;293;37;113;7
78;28;34;16;28;32;118;9901;3;38;121;7
7;3;51;136;5;40;168;9976;307;52;96;7
78;28;34;16;28;32;118;9901;3;38;121;7
92;25;34;12;26;31;93;9916;293;37;113;7
67;21;42;91;49;31;150;9953;312;74;99;7
74;3;22;14;46;16;135;9928;308;77;104;7
65;28;29;27;38;26;107;9912;332;41;116;7
72;2;34;27;32;49;151;99;316;39;127;7
74;2;33;19;35;39;138;991;317;44;117;7
71;22;33;28;33;48;153;9899;315;38;127;7
65;28;29;27;38;26;107;9912;332;41;116;7
6;38;26;6;34;42;134;9912;338;38;123;7
61;32;25;17;34;37;136;992;347;5;108;7
69;28;27;21;36;42;121;9926;342;49;108;7
63;27;38;9;51;7;140;9926;345;5;105;7
69;19;4;14;36;14;55;9909;308;68;115;7
78;32;33;24;37;18;101;9912;321;65;117;7
56;235;29;12;47;33;127;991;334;5;11;7
71;26;34;144;67;35;189;9986;307;53;91;7
71;26;34;144;67;35;189;9986;307;53;91;7
71;26;34;144;67;35;189;9986;307;53;91;7
71;26;34;144;67;35;189;9986;307;53;91;7
65;21;37;25;48;70;138;9917;333;75;114;7
68;25;34;14;32;47;133;9952;337;5;122;7
58;32;38;475;33;23;94;991;342;42;118;7
58;32;38;475;33;23;94;991;342;42;118;7
57;32;38;475;33;23;94;991;342;42;118;7
68;22;35;55;43;21;114;9938;33;53;107;7
67;17;37;2;39;34;125;9922;326;6;108;7
59;34;22;24;3;19;135;9894;341;78;139;7
62;21;27;17;38;41;150;9933;349;71;105;7
62;21;27;17;38;41;150;9933;349;71;105;7
74;29;5;18;42;35;127;9937;345;5;102;7
78;3;4;18;28;23;122;9914;314;39;109;7
64;24;31;28;38;41;114;99155;337;66;117;7
88;28;45;6;22;14;49;9934;301;33;111;7
71;21;31;38;21;40;142;99215;317;39;108;7
71;28;44;18;32;32;107;9907;325;48;122;7
71;14;4;12;51;55;136;9932;33;96;98;7
71;13;4;12;47;54;134;9932;33;97;98;7
67;11;34;88;43;41;113;9962;342;4;93;7
67;11;34;88;43;41;113;9962;342;4;93;7
68;12;31;52;45;29;120;9942;341;46;98;7
66;16;57;11;13;58;140;9927;312;39;93;7
66;21;6;11;135;61;144;9927;312;39;93;7
69;22;37;15;53;59;178;9992;337;82;95;7
69;22;37;15;53;59;178;9992;337;82;95;7
58;34;16;7;37;26;116;9949;346;45;10;7
66;21;31;114;39;46;165;99795;341;44;98;7
71;16;36;107;44;20;90;9959;316;44;109;7
71;16;36;12;43;21;90;9925;316;42;11;7
75;34;35;6;34;12;126;9924;316;39;12;7
76;33;35;63;36;12;126;9924;316;39;12;7
87;23;32;134;44;35;169;99975;312;47;88;7
87;23;32;134;44;35;169;99975;312;47;88;7
69;19;35;17;36;33;101;99315;321;54;108;7
87;23;32;134;44;35;169;99975;312;47;88;7
69;19;35;17;36;33;101;99315;321;54;108;7
69;18;36;13;36;40;117;9934;327;95;95;7
69;18;36;13;36;40;117;9934;327;95;95;7
74;2;35;21;38;30;116;9949;349;77;103;7
67;22;39;102;38;60;149;99725;317;54;10;7
73;25;42;142;41;57;182;9996;329;75;91;7
69;18;36;13;36;40;117;9934;327;95;95;7
73;28;42;144;4;49;173;9994;328;82;9;7
71;21;32;22;37;28;141;993;32;57;10;7
71;21;32;22;37;28;141;993;32;57;10;7
61;34;27;26;24;20;105;9906;34;67;122;7
65;3;32;2;44;34;90;99185;337;68;11;7
65;3;32;2;44;34;90;99185;337;68;11;7
58;26;18;12;31;40;114;9908;342;4;11;7
7;31;29;14;37;33;128;9896;312;36;122;7
58;26;18;12;31;40;114;9908;342;4;11;7
66;2;38;79;52;30;145;9947;332;56;11;7
74;13;39;47;42;36;137;995;336;56;103;7
86;18;4;11;4;20;107;9923;294;32;102;7
7;11;32;46;57;59;144;9956;355;44;94;7
67;25;33;29;57;52;173;9934;302;48;95;7
77;17;52;59;17;21;84;9929;314;4;119;7
77;24;29;153;44;39;194;9982;306;47;96;7
54;415;19;16;39;27;88;99265;354;41;10;7
69;48;36;35;3;31;135;9904;314;38;122;7
65;18;33;8;51;16;131;9965;328;44;87;7
67;15;29;5;58;28;105;9946;352;44;102;7
66;23;32;9;41;25;79;9926;339;54;102;7
66;2;32;11;39;25;78;9926;339;54;102;7
8;42;36;5;37;34;101;992;313;57;123;7
65;8;33;19;28;23;93;991;334;7;12;7
55;42;9;16;19;18;68;9906;333;51;114;7
51;42;1;15;17;25;102;9894;338;36;123;7
6;27;19;17;2;24;110;9898;332;47;126;7
65;8;33;19;28;23;93;991;334;7;12;7
77;28;33;67;37;32;155;9951;339;62;107;7
77;28;33;67;37;32;155;9951;339;62;107;7
77;28;39;89;36;8;117;9935;306;38;12;7
76;21;6;21;46;47;165;9936;305;54;101;7
8;19;36;18;5;16;84;9936;315;45;98;7
69;24;39;13;63;18;136;9928;331;48;104;7
66;22;37;12;59;45;199;993;337;55;103;7
77;16;41;17;48;60;173;9932;324;66;112;7
86;2;42;15;41;35;125;9925;311;49;114;7
86;2;42;15;41;35;125;9925;311;49;114;7
7;24;35;15;52;51;128;9941;341;59;104;7
71;15;34;53;34;33;104;9953;337;52;93;7
72;21;37;16;49;23;94;9924;316;48;109;7
8;26;36;2;54;30;121;992;309;72;116;7
75;19;34;26;37;33;125;9923;31;49;111;7
88;33;44;635;24;9;87;9917;296;4;126;7
8;37;32;16;4;32;166;992;3;55;113;7
82;29;33;91;36;28;118;9953;296;4;109;7
64;4;19;32;33;28;124;9904;322;54;127;7
68;15;33;47;59;31;118;9956;343;39;9;7
63;23;21;51;35;29;142;9942;336;33;101;7
7;17;33;4;34;17;127;9934;319;39;106;7
84;17;31;67;38;29;132;9945;31;32;106;7
63;23;21;51;35;29;142;9942;336;33;101;7
58;29;21;26;25;12;120;9894;339;79;14;7
55;32;45;49;28;25;191;9922;351;49;115;7
72;37;15;2;29;27;87;9903;33;59;126;7
61;29;27;17;24;13;76;9893;321;51;126;7
72;37;15;2;29;27;87;9903;33;59;126;7
66;25;39;145;4;40;89;9911;335;4;114;7
65;115;29;195;38;73;166;989;312;25;129;7
64;125;29;585;42;24;99;992;323;32;12;7
79;25;29;53;31;33;117;9918;306;32;118;7
66;25;41;74;43;29;151;9946;315;6;102;7
63;32;35;111;39;29;198;9984;336;5;94;7
79;46;32;41;33;40;138;9912;318;44;128;7
69;25;26;52;24;36;135;9948;316;72;107;7
73;22;4;1475;42;445;1295;9998;336;41;91;7
69;25;26;52;24;36;135;9948;316;72;107;7
73;22;4;1475;42;445;1295;9998;336;41;91;7
74;25;37;69;2;14;93;9939;3;48;107;7
7;17;37;15;28;26;75;9922;33;46;108;7
59;4;32;6;34;50;127;992;351;58;125;7
72;23;39;23;33;29;102;9908;326;54;123;7
72;23;39;23;33;29;102;9908;326;54;123;7
79;41;37;45;3;40;114;992;317;54;124;7
79;44;37;585;33;27;93;992;316;54;126;7
71;44;37;27;41;35;128;9896;307;43;135;7
74;18;42;21;36;33;187;9938;34;41;106;7
81;43;42;66;33;36;141;9918;298;39;133;7
71;44;37;27;41;35;128;9896;307;43;135;7
8;2;4;52;55;41;167;9953;318;4;106;7
72;18;31;11;45;20;73;9925;332;4;108;7
53;26;23;515;34;48;160;9952;382;51;105;7
73;25;41;18;37;52;165;9911;329;39;122;7
69;31;34;74;59;36;174;9963;346;62;111;7
77;27;34;18;28;26;168;9911;299;48;121;7
77;27;34;18;28;26;168;9911;299;48;121;7
66;16;29;18;5;40;147;9912;306;44;114;7
83;21;4;16;32;35;110;9907;302;6;129;7
72;32;33;14;29;29;109;9902;315;51;128;7
73;42;38;68;45;29;122;9925;319;37;126;7
79;14;45;18;5;17;114;9948;333;49;107;7
77;32;48;23;4;28;114;9911;32;52;128;7
7;46;39;62;39;46;163;9928;321;35;122;7
82;35;4;63;39;35;162;9936;315;34;119;7
8;57;39;39;34;22;122;9917;329;67;128;7
65;37;33;39;27;40;130;9906;328;39;127;7
65;19;32;14;4;31;132;9922;336;54;108;7
64;25;33;14;4;42;115;9906;319;48;113;7
83;26;41;92;42;41;162;9944;31;38;12;7
69;23;34;27;32;24;121;9902;314;38;124;7
62;3;32;17;32;30;130;9911;328;41;112;7
69;38;32;85;44;36;152;9932;338;35;12;7
56;49;13;45;39;17;116;9907;342;9;137;7
73;18;29;12;44;12;143;9918;32;48;113;7
56;49;13;45;39;17;116;9907;342;9;137;7
69;19;33;16;39;27;98;9898;309;46;123;7
73;18;29;12;44;12;143;9918;32;48;113;7
73;25;36;131;5;35;200;9986;304;46;89;7
73;25;36;131;5;35;200;9986;304;46;89;7
73;25;36;131;5;35;200;9986;304;46;89;7
73;25;36;131;5;35;200;9986;304;46;89;7
76;14;74;16;4;27;103;9916;307;4;108;7
82;18;49;11;33;28;81;9923;3;68;104;7
65;36;49;29;3;16;94;9902;31;49;121;7
82;18;49;11;33;28;81;9923;3;68;104;7
76;52;49;14;34;37;156;9958;314;38;118;7
71;25;49;3;3;30;96;9903;313;39;123;7
76;52;49;14;34;37;156;9958;314;38;118;7
76;29;49;96;3;45;197;9938;313;38;123;7
68;27;49;12;44;35;126;99;313;48;121;7
74;19;49;93;3;26;132;994;299;32;11;7
68;36;24;46;39;24;124;9909;327;34;126;7
92;18;49;15;41;39;130;9945;304;49;98;7
73;22;49;94;34;29;134;9939;299;32;11;7
74;19;49;93;3;26;132;994;299;32;11;7
81;3;49;81;37;26;174;9943;31;3;112;7
75;23;49;77;49;61;209;9941;314;3;111;7
73;21;49;18;38;44;152;9912;332;44;126;7
69;3;49;76;57;25;156;9962;343;63;11;7
79;42;49;82;56;32;164;9965;329;6;112;7
69;24;49;13;32;35;148;9932;345;57;107;7
71;34;49;15;27;26;126;99;33;33;122;7
84;24;49;74;39;46;108;9934;303;33;119;7
56;41;24;19;34;10;53;98815;332;5;135;7
58;19;49;49;4;44;118;9935;334;38;95;7
81;2;49;118;48;46;212;9968;309;46;10;7
78;26;49;32;27;28;87;9919;303;32;113;7
8;14;49;15;35;42;120;9928;326;4;106;7
78;26;49;32;27;28;87;9919;303;32;113;7
9;17;49;1;39;46;131;993;309;51;105;7
74;19;49;67;37;15;110;9938;32;38;11;7
73;19;49;1555;58;50;134;9998;342;36;91;7
81;3;49;123;49;50;144;9971;309;57;102;7
73;19;49;1555;58;50;134;9998;342;36;91;7
75;24;49;94;48;50;149;9962;317;59;105;7
78;21;49;12;36;20;99;99;305;28;121;7
76;31;49;395;44;27;131;9912;308;67;128;7
67;21;49;14;47;30;114;9914;292;42;108;7
79;18;33;12;33;20;72;9922;312;38;105;7
73;26;33;1785;49;415;195;1;306;44;91;7
73;26;33;1785;49;415;195;1;306;44;91;7
76;2;39;26;44;30;180;9941;346;44;108;7
82;15;48;27;52;24;190;995;35;45;109;7
74;23;25;14;49;43;141;9934;342;54;102;7
64;17;27;15;37;20;98;9916;346;42;11;7
67;24;29;68;38;54;127;9932;333;46;116;7
74;33;26;26;4;29;115;9913;307;52;118;7
78;2;24;16;26;26;189;991;308;74;121;7
82;42;29;41;3;31;100;9911;3;32;128;7
82;42;29;41;3;31;100;9911;3;32;128;7
77;44;24;112;31;41;167;9948;312;43;113;7
77;44;24;112;31;41;167;9948;312;43;113;7
74;49;24;151;3;34;153;9953;313;51;12;7
77;44;24;112;31;41;167;9948;312;43;113;7
74;49;24;151;3;34;153;9953;313;51;12;7
72;24;29;22;37;37;102;992;327;64;11;7
72;24;29;22;37;37;102;992;327;64;11;7
71;25;25;16;46;50;181;9925;32;42;11;7
64;18;31;16;49;36;127;9934;36;67;104;7
68;24;35;64;48;44;172;9944;329;55;105;7
73;13;31;23;54;22;104;9924;324;92;115;7
74;21;27;73;31;41;144;9932;315;38;118;7
67;44;31;19;3;41;104;99;329;62;126;7
72;36;36;57;38;26;98;9914;293;59;125;7
72;36;36;57;38;26;98;9914;293;59;125;7
81;26;33;111;52;525;158;9976;303;49;102;7
73;13;27;46;8;34;172;9938;323;39;111;7
72;19;31;14;46;37;135;9939;334;57;102;7
81;31;36;82;28;29;142;9925;301;34;13;7
8;23;35;92;44;53;186;997;309;56;95;7
8;4;33;77;34;27;98;9935;318;41;122;7
63;41;33;47;23;28;110;991;33;38;125;7
7;2;34;21;49;12;136;9922;325;46;116;7
63;28;24;845;31;32;172;9958;339;57;97;7
67;31;31;49;31;20;151;9926;336;82;12;7
71;33;25;16;3;25;126;9901;322;34;121;7
65;14;32;27;37;18;89;9924;34;74;115;7
6;34;24;54;6;23;126;9951;325;44;9;7
75;18;31;117;51;24;94;997;319;44;95;7
66;23;24;39;45;36;138;9922;315;64;113;7
74;24;26;16;58;53;150;9936;318;5;99;7
65;24;36;22;27;36;134;9898;328;36;125;7
71;2;36;116;42;45;124;997;292;59;95;7
71;2;36;116;42;45;124;997;292;59;95;7
75;31;24;71;31;28;141;99397;316;38;106;7
74;18;29;14;42;34;101;99384;354;6;105;7
73;19;25;14;51;41;107;99382;353;66;105;7
73;19;25;14;51;41;107;99382;353;66;105;7
74;18;24;14;47;21;106;99383;352;64;105;7
7;32;31;64;31;38;115;99235;338;58;122;7
69;28;31;72;4;47;168;9946;329;57;106;7
7;32;31;64;31;38;115;99235;338;58;122;7
73;3;33;23;43;28;125;99084;334;44;126;7
7;22;26;28;36;44;132;99078;334;41;12;7
74;2;31;16;38;34;116;9912;325;39;12;7
66;4;32;17;35;39;84;99096;359;48;127;7
7;18;26;14;44;46;89;99256;339;48;107;7
76;48;33;7;24;14;130;9918;325;45;125;7
63;1;24;6;39;25;107;99511;359;49;105;7
64;17;34;15;91;42;135;9938;325;49;96;7
81;4;32;79;31;23;118;99176;305;46;133;7
73;19;27;16;27;35;136;99248;338;54;11;7
7;26;26;108;39;37;184;99787;347;58;103;7
56;35;4;63;22;23;174;9922;354;5;116;7
61;27;31;15;35;17;83;99076;332;44;111;7
61;27;31;15;35;17;83;99076;332;44;111;7
71;34;31;52;32;36;140;99166;335;47;123;7
65;18;33;14;29;35;138;99114;336;6;115;7
65;18;33;14;29;35;138;99114;336;6;115;7
63;13;42;11;43;63;146;99066;313;72;112;7
64;15;44;12;43;67;150;9907;314;73;112;7
63;13;42;11;43;63;146;99066;313;72;112;7
64;15;44;12;43;67;150;9907;314;73;112;7
63;13;42;11;43;63;146;99066;313;72;112;7
69;21;24;18;21;17;80;98992;315;46;123;7
58;3;27;17;14;45;104;98914;34;56;126;7
54;5;13;5;28;12;107;99079;348;88;135;7
68;11;42;11;42;51;132;99059;318;74;113;7
67;3;29;28;25;37;107;99159;331;63;113;7
67;3;29;28;25;37;107;99159;331;63;113;7
67;3;29;28;25;37;107;99159;331;63;113;7
65;18;41;142;39;47;129;99678;328;72;103;7
65;18;41;142;39;47;129;99678;328;72;103;7
65;18;41;142;39;47;129;99678;328;72;103;7
66;26;21;29;26;48;126;99089;322;38;113;7
66;26;21;29;26;48;126;99089;322;38;113;7
65;18;41;142;39;47;129;99678;328;72;103;7
8;24;26;17;33;36;136;99316;344;51;104;7
78;17;23;17;29;39;128;99272;337;41;107;7
57;18;36;12;46;9;71;99199;37;68;109;7
73;22;31;23;18;45;80;98936;306;34;129;7
645;14;42;12;5;51;129;99116;327;69;111;7
65;15;44;126;52;65;158;99688;326;7;103;7
62;21;34;66;3;36;91;9914;332;45;125;7
59;34;31;2;3;38;142;98892;34;41;129;7
66;12;25;14;39;21;131;99114;32;45;112;7
59;34;31;2;3;38;142;98892;34;41;129;7
72;35;25;56;32;23;120;99334;293;66;103;7
72;32;24;56;33;23;120;99334;292;66;103;7
7;16;36;26;29;28;98;99126;311;37;112;7
65;46;31;5;27;15;72;99165;326;6;115;7
76;4;27;52;3;32;101;99172;322;62;123;7
65;29;31;17;35;24;79;99053;327;69;114;7
65;29;31;17;35;24;79;99053;327;69;114;7
67;44;22;43;32;19;99;99015;326;53;128;7
64;44;44;144;48;29;228;99955;326;54;88;7
62;29;32;36;26;39;138;9892;331;37;131;7
76;39;32;36;35;22;93;99144;308;6;125;7
76;39;32;36;35;22;93;99144;308;6;125;7
69;31;32;16;36;34;114;99068;319;45;114;7
67;16;37;13;36;45;125;98964;319;51;124;7
58;32;31;27;49;25;153;99067;344;73;122;7
78;26;31;36;25;22;100;99066;299;47;121;7
58;32;31;27;49;25;153;99067;344;73;122;7
67;19;39;1;32;14;71;98912;331;38;13;7
67;19;39;1;32;14;71;98912;331;38;13;7
64;14;31;12;34;53;138;99084;338;35;115;7
64;14;31;12;34;53;138;99084;338;35;115;7
69;15;29;23;33;14;82;99132;31;58;112;7
58;22;29;9;34;34;89;98936;314;36;111;7
65;22;29;74;28;16;87;99311;315;56;109;7
69;15;29;23;33;14;82;99132;31;58;112;7
69;33;26;5;27;46;143;9924;325;43;112;7
56;18;58;125;34;29;129;98984;351;6;12;7
69;33;26;5;27;46;143;9924;325;43;112;7
56;18;58;125;34;29;129;98984;351;6;12;7
67;48;32;14;21;22;121;9889;315;53;127;7
67;48;32;14;21;22;121;9889;315;53;127;7
42;17;36;18;29;93;161;98999;365;89;12;7
54;23;36;15;3;74;121;98976;324;99;121;7
68;475;33;395;47;16;81;98988;323;53;134;7
7;28;32;775;32;30;114;99158;312;64;128;7
62;16;34;17;38;85;153;9909;333;86;12;7
64;125;36;14;44;22;68;99014;315;5;117;7
65;22;32;22;28;36;92;99076;327;59;119;7
64;25;32;9;34;40;114;99114;331;58;108;7
65;22;32;22;28;36;92;99076;327;59;119;7
71;36;4;195;33;26;118;98934;32;45;135;7
7;31;31;91;36;45;140;99216;298;31;12;7
7;31;31;91;36;45;140;99216;298;31;12;7
73;4;26;545;16;26;90;98951;284;54;132;7
77;11;34;1405;4;41;114;99634;307;59;11;7
75;38;29;49;21;38;113;99026;308;48;13;7
67;36;26;79;34;39;123;99119;299;3;122;7
61;38;42;5;16;31;113;99007;315;31;124;7
72;19;31;63;34;17;103;99305;315;52;114;7
5;27;32;45;32;58;178;98956;345;31;126;7
66;2;27;109;38;29;130;99496;311;44;105;7
66;2;27;109;38;29;130;99496;311;44;105;7
72;19;31;63;34;17;103;99305;315;52;114;7
5;27;32;45;32;58;178;98956;345;31;126;7
5;3;33;37;3;54;173;9887;336;3;13;7
54;22;29;12;45;69;152;99178;376;63;11;7
6;24;33;25;26;31;85;99014;313;5;113;7
56;2;66;102;43;78;175;9945;298;43;104;7
65;36;38;102;28;20;82;99274;31;43;121;7
64;15;4;15;42;23;87;98972;311;46;122;7
58;31;32;45;24;28;94;98906;325;52;137;7
58;31;32;45;24;28;94;98906;325;52;137;7
62;36;38;32;31;20;89;98956;306;33;12;7
7;25;45;23;45;40;118;99064;316;48;119;7
68;13;39;14;34;19;102;99121;323;6;113;7
51;33;27;67;22;44;129;99221;336;39;11;7
67;34;4;21;33;34;111;98924;297;48;122;7
67;14;51;43;28;57;124;99176;291;54;107;7
7;25;45;23;45;40;118;99064;316;48;119;7
65;23;39;19;36;41;98;99;319;43;119;7
67;21;37;25;34;35;89;9913;325;5;11;7
65;23;39;19;36;41;98;99;319;43;119;7
59;28;39;14;31;47;147;98836;308;64;129;7
72;17;37;69;59;47;128;99322;308;46;11;7
59;33;32;81;38;9;34;9911;322;36;127;7
68;39;34;74;2;38;133;99212;318;44;12;7
68;39;34;74;2;38;133;99212;318;44;12;7
71;36;37;48;19;39;114;99036;308;49;127;7
68;39;34;74;2;38;133;99212;318;44;12;7
71;36;37;48;19;39;114;99036;308;49;127;7
56;28;4;61;34;36;118;99144;321;43;121;7
62;1;41;1;4;17;76;98988;314;56;114;7
67;18;37;13;27;42;125;98939;324;37;128;7
64;22;38;91;44;35;127;99326;297;3;11;7
64;22;38;91;44;35;127;99326;297;3;11;7
68;21;4;63;32;40;121;99214;318;53;12;7
52;31;36;51;31;46;145;9897;314;31;124;7
56;42;34;24;22;34;97;98915;322;38;128;7
64;22;38;91;44;35;127;99326;297;3;11;7
68;45;36;5;33;28;156;991;311;4;124;7
66;29;39;675;31;22;98;9913;315;8;129;7
62;35;31;26;36;37;92;98938;327;53;128;7
66;33;4;265;41;35;86;98916;311;39;133;7
62;2;26;11;47;42;119;99158;348;6;11;7
64;23;35;46;39;43;147;99216;318;4;11;7
66;34;24;33;34;29;99;99031;31;4;123;7
58;3;42;11;36;19;113;98871;31;46;126;7
66;34;24;33;34;29;99;99031;31;4;123;7
67;21;36;855;2;20;86;99146;319;22;134;7
64;25;37;45;39;41;147;9921;318;4;111;7
64;23;35;46;39;43;147;99216;318;4;11;7
65;32;34;57;44;27;91;99184;328;6;12;7
75;22;32;24;45;29;100;99135;308;6;113;7
64;23;32;19;38;40;118;99074;332;53;118;7
64;16;25;14;57;21;125;99091;323;44;111;7
67;12;36;23;39;43;125;99229;307;67;101;7
68;21;31;29;46;40;121;9913;307;65;109;7
68;23;31;28;47;40;122;99126;306;64;109;7
68;21;31;29;46;40;121;9913;307;65;109;7
68;17;35;18;4;29;84;98961;291;57;12;7
68;32;32;87;29;31;105;99146;3;34;123;7
63;22;34;5;32;36;93;99012;327;36;135;7
63;19;29;2;22;33;96;98902;304;54;128;7
67;46;27;52;39;35;96;99129;316;44;124;7
63;3;29;21;48;33;142;98956;322;46;129;7
6;19;29;11;47;67;152;9916;354;59;111;7
73;145;33;11;42;14;64;99012;31;37;118;7
58;18;37;12;36;19;74;98853;309;49;127;7
66;16;35;18;42;26;105;98962;319;75;124;7
58;17;36;13;36;11;70;99202;343;68;104;7
6;22;33;122;33;25;97;99356;317;42;113;7
71;18;49;13;33;12;72;99072;305;53;113;7
76;2;26;48;33;26;76;99076;298;49;123;7
69;28;24;21;34;49;121;98882;298;43;132;7
65;28;34;36;4;29;121;99111;328;48;121;7
69;19;35;69;45;51;125;9933;31;44;107;7
65;28;34;36;4;29;121;99111;328;48;121;7
89;3;35;46;32;32;148;99458;315;45;115;7
89;3;35;46;32;32;148;99458;315;45;115;7
62;255;27;13;37;30;86;98834;305;59;129;7
59;27;27;5;35;14;97;99058;31;33;118;7
67;47;29;475;34;29;134;99056;329;46;13;7
66;21;29;535;29;43;106;99112;293;43;115;7
66;21;29;535;29;43;106;99112;293;43;115;7
61;105;31;13;37;55;145;9912;341;41;111;7
58;32;2;26;27;17;123;98936;336;78;139;7
62;3;31;16;35;40;106;98914;326;39;129;7
76;31;24;18;37;39;150;9913;305;44;118;7
61;36;26;815;35;14;88;99031;306;27;13;7
75;21;32;48;56;39;113;99393;311;52;102;7
76;31;24;18;37;39;150;9913;305;44;118;7
6;28;27;155;36;31;134;99408;319;44;13;7
6;28;27;155;36;31;134;99408;319;44;13;7
6;28;27;155;36;31;134;99408;319;44;13;7
69;33;31;42;4;21;93;9896;318;48;134;7
65;16;34;14;29;29;133;99108;333;64;115;7
6;2;32;3;31;26;118;99134;338;68;112;7
68;19;33;13;31;22;87;98987;308;62;123;7
72;33;34;2;44;61;171;98947;325;53;133;7
66;29;29;18;36;38;102;98819;308;42;137;7
69;33;62;75;38;46;132;99143;323;43;134;7
59;23;24;38;38;61;152;99139;331;5;113;7
71;35;27;31;34;28;134;9897;326;38;131;7
65;28;25;48;29;54;128;99074;317;44;122;7
48;21;21;102;37;17;112;99324;366;48;122;7
78;15;34;11;35;31;93;99096;307;72;113;7
73;23;27;26;35;39;120;99138;304;59;113;7
72;26;24;7;23;19;130;99176;314;49;128;7
7;24;35;1;32;42;104;98988;316;37;117;7
66;19;35;15;37;37;107;99006;318;68;12;7
56;28;27;39;43;52;158;99202;335;44;107;7
68;19;32;76;49;37;107;99332;312;44;107;7
72;16;29;1;31;40;123;98958;312;4;121;7
58;2;24;14;33;65;169;99043;359;56;123;7
66;295;24;16;39;29;140;99304;335;61;104;7
7;32;27;71;27;37;122;99165;315;6;126;7
71;27;24;126;44;48;118;99726;304;56;10;7
71;27;24;126;44;48;118;99726;304;56;10;7
76;31;27;88;21;57;156;99442;308;38;11;7
65;26;39;14;2;12;66;99089;325;75;113;7
87;3;34;48;18;23;127;99474;312;49;112;7
64;29;32;24;14;34;89;99008;324;66;125;7
64;24;23;2;46;30;133;9908;312;54;114;7
72;33;22;45;31;10;73;99076;297;52;122;7
64;29;24;32;37;31;95;98942;29;66;126;7
68;52;26;57;38;27;130;99;311;27;13;7
68;21;26;117;38;61;152;99523;302;56;105;7
59;37;32;16;29;41;102;98916;341;55;127;7
68;3;29;62;25;29;95;99071;303;32;129;7
71;2;27;96;37;19;105;99444;304;37;105;7
64;16;44;12;51;39;122;99058;311;75;113;7
56;21;24;44;27;37;150;991;33;31;115;7
71;2;27;96;37;19;105;99444;304;37;105;7
64;16;44;12;51;39;122;99058;311;75;113;7
63;34;27;25;24;40;152;99095;335;6;119;7
62;2;33;54;28;21;75;99012;336;41;135;7
65;32;45;77;22;31;97;99134;32;7;127;7
56;19;31;27;27;11;100;98964;346;4;132;7
63;43;32;88;42;18;106;99172;328;33;129;7
